"insCode","instrumentID","cValMne","lVal18","cSocCSAC","lVal18AFC","lVal30","cIsin","dEven","flow","lSoc30","CGdSVal","cgrValCot","yMarNSC","cComVal","cSecVal","cSoSecVal","yVal"
"40705964341422836","IRO3FAKZ0001","FAKZ1","Farman Khodro","FAKZ","خفرمان","فرمان خودرو سپاهان","IRO3FAKZ0008","20230917","2","فرمان خودرو سپاهان","A","Z1","NO","3","34","3430","303"
"40750005236994995","IRR1FRDO0101","FRDX1","Doroud Farsit-R","FRDO","سفارودح","ح . کارخانه فارسیت درود","IRR1FRDO0105","20100606","1","کارخانه فارسیت درود","A","N1","NO","3","54","5495","400"
"40756737536879408","IRO3MSZ93011","MK431","BANK MASKAN","MSKZ","تسه9301","امتیاز تسهیلات مسکن فروردین 93","IRO3MSZ93019","20140525","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"40808043719554948","IRO1FAIR0001","FAIR1","Iran Fold","FAIR","فولاژ","فولاد آلیاژی ایران","IRO1FAIR0004","20230917","1","فولاد آلیاژی ایران","A","N1","NO","3","27","2710","300"
"40903666713564045","IRB3RIGZ96C1","RIGQ1","Ejare Petro 20%","RIGZ","صدانا","اجاره پترو ریگ سه ماهه 20 درصد","IRB3RIGZ96C0","20170304","2","اجاره پترو ریگ سه ماهه 20 درصد","A","Z1","NO","4","69","6910","306"
"40907790180697910","IRO6MSKZ98C1","MZ151","Mortgage Right9812","MSKZ","تسه9812","امتیاز تسهیلات مسکن اسفند98","IRO6MSKZ98C6","20230717","2","بانک مسکن","A","M1","NO","4","59","5910","307"
"40912013421640684","IRR3FAYZ0101","FAYX1","Yazd Fold-R","FAYZ","فولایح","ح. صنایع فولاد آلیاژی یزد","IRR3FAYZ0104","20220418","2","صنایع فولاد آلیاژی یزد","A","1Z","NO","1","27","2710","403"
"41011426560490365","IRO1OS170001","OS171","Qazvin Inv.","OS17","وسقزوین","سرمایه گذاری عدالت استان قزوین","IRO1OS170005","20230917","1","سرمایه گذاری عدالت استان قزوین","A","N2","NO","5","56","5699","300"
"41024100982486985","IRR7ARMP0101","ARMX1","Arman Insurance-R","ARMP","آرمانح","ح.بیمه آرمان","IRR7ARMP0102","20230703","4","بیمه آرمان","A","16","NO","7","66","6611","404"
"41026060125059078","IRR1SEFH0101","SEFX1","Isfahan Cement-R","SEFH","سصفهاح","ح . سیمان اصفهان","IRR1SEFH0102","20230918","1","سیمان اصفهان","A","N1","NO","3","53","5394","400"
"41036181221659834","IRO3KOSZ0001","KOSZ1","Kowsar F.&C.","KOSZ","وکوثر","شرکت اعتباری  کوثر مرکزی","IRO3KOSZ0007","20221203","2","شرکت اعتباری کوثر مرکزی","A","Z1","NO","3","57","5719","303"
"41048299027409941","IRO1EPRS0001","EPRS1","Parsian Ecommerc","EPRS","رتاپ","تجارت الکترونیک  پارسیان","IRO1EPRS0006","20230917","1","تجارت الکترونیک پارسیان","A","N1","NO","3","72","7220","300"
"41077203751935651","IRR3ARNZ0101","ARNX1","Arian e-Bank-R","ARNZ","آرینح","ح.بانک الکترونیکی آرین","IRR3ARNZ0103","20180721","2","بانک الکترونیکی آرین","A","Z1","NO","3","57","5719","403"
"41099375660849669","IRO5RAFS0001","RAFS1","Rahyaban Farda","RAFS","هفردا","راهیابان فردا","IRO5RAFS0008","20190317","2","راهیابان فردا","A","V1","NO","9","45","4522","313"
"41122066907413786","IRO3CAWZ0001","CAWZ1","Caspian Wood","CAWZ","چخزر","صنایع چوب خزر کاسپین","IRO3CAWZ0007","20230917","2","صنایع چوب خزر کاسپین","A","1Z","NO","1","20","2021","303"
"41189775395878190","IRR1LALZ0101","LALX1","Alborz Tire-R","LALZ","پکیانح","ح . لاستیک البرز","IRR1LALZ0103","20090716","1","لاستیک البرز","A","N2","NO","5","25","2511","400"
"41227201752535311","IRO1SFRS0001","SFRS1","Fars Cement","SFRS","سفار","سیمان فارس","IRO1SFRS0002","20230917","1","سیمان فارس","A","N2","NO","5","53","5394","300"
"41228676018429540","IRR1KVRZ0101","KVRX1","Kavir Tire -R","KVRZ","پکویرح","ح. کویر تایر","IRR1KVRZ0103","20230918","1","کویر تایر","A","61","NO","1","25","2511","400"
"41284516796232939","IRO1SHGN0001","SHGN1","Hegmatan Cement","SHGN","سهگمت","سیمان هگمتان","IRO1SHGN0008","20230917","1","سیمان هگمتان","A","N1","NO","3","53","5394","300"
"41286608288791633","IRT1VBAZ0001","VBAZ1","Bazar Ashena ETF","VBAZ","وبازار","صندوق س شاخصی بازارآشنا","IRT1VBAZ0000","20230227","1","صندوق س شاخصی بازارآشنا","A","51","NO","4","68","6811","305"
"41302553376174581","IRO1FAJR0001","FAJR1","Amirkabir Steel","FAJR","فجر","فولاد امیرکبیرکاشان","IRO1FAJR0003","20230918","1","فولاد امیرکبیرکاشان","A","N1","NO","1","27","2710","300"
"41317265011382362","IRR1FRVR0101","FRVX1","Iran Mineral P.-R","FRVR","فرآورح","ح . فرآوری موادمعدنی ایران","IRR1FRVR0100","20230114","1","فرآوری موادمعدنی ایران","A","N1","NO","1","27","2720","400"
"41379697187196382","IRO7BSHP0001","BSHP1","S*City Bank","BSHP","وشهر","بانک شهر","IRO7BSHP0005","20230917","4","بانک شهر","A","P1","NO","7","57","5719","309"
"41482283888686471","IRO3Z0530001","Z0531","Karoon Air","Z053","هواپیمایی کارون","هواپیمایی کارون","IRO3Z0530007","20180721","2","هواپیمایی کارون","A","Z1","NO","5","51","5110","303"
"41625340598198551","IRO3BSMZ0001","BSMZ1","Bime Saman Co.","BSMZ","بساما","بیمه سامان","IRO3BSMZ0000","20230917","2","بیمه سامان","A","Z1","NO","3","66","6611","303"
"41671888729109197","IRO6MELZ0041","TM361","Melli Mortgage2107","MELZ","تملی004","تسهیلات مسکن ب.ملی-تیر1400","IRO6MELZ0043","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"41673962293011307","IRR1AMIN0101","AMIX1","Amin Pharm.-R","AMIN","دامینح","ح . داروسازی  امین","IRR1AMIN0101","20200929","1","داروسازی  امین","A","N1","NO","1","43","4323","400"
"41713045190742691","IRO7SDIP0001","SDIP1","Sadid Group","SDIP","وسدید","گروه  صنعتی سدید","IRO7SDIP0002","20230917","4","گروه صنعتی سدید","A","P1","NO","7","27","2799","309"
"41727358876253319","IRR1GPRS0101","GPRX1","Pars Sugar-R","GPRS","قپارسح","ح . قندپارس","IRR1GPRS0106","20100411","1","قندپارس","A","N2","NO","5","38","3842","400"
"41733197666474598","IRR1TSRZ0101","TSRX1","Razi P. Glasses-R","TSRZ","کرازیح","ح .  تولیدی شیشه رازی","IRR1TSRZ0109","20230701","1","کارخانجات تولیدی شیشه رازی","A","91","NO","1","54","5410","400"
"41781090739318251","IRO3TLIZ0001","TLIZ1","Talise Company","TLIZ","تلیسه","دامداری تلیسه نمونه","IRO3TLIZ0003","20230917","2","دامداری تلیسه نمونه","A","1Z","NO","1","01","0140","303"
"41796741644273824","IRO1GMEL0001","GMEL1","Melli Ind. Grp.","GMEL","وملی","گروه  صنعتی  ملی  (هلدینگ","IRO1GMEL0009","20230917","1","گروه  صنعتی  ملی  (هلدینگ","A","N2","NO","5","19","1999","300"
"41803502519297529","IRB3TY0105A1","TY011","ETadbir IJR 270103","TY01","توسعه انرژی05","اجاره ت. انرژی تدبیر14051013","IRB3TY0105A4","20230607","2","گروه توسعه انرژی تدبیر0510","A","17","NO","4","69","6910","306"
"41807682439655536","IRB3PI010431","PI1Q1","Pasargad.IJR250523","PI01","پاسار04","اجاره انرژی پاسارگاد14040302","IRB3PI010439","20230607","2","گسترش انرژی پاسارگاد","A","17","NO","4","69","6910","306"
"41818019719206849","IRO3ZF910001","ZF911","Techlar Civil","ZF91","عمران تکلار","ساختمانی عمران تکلار","IRO3ZF910004","20180721","2","ساختمانی عمران تکلار","A","Z1","NO","5","70","7010","303"
"41828565451256281","IRO1YZDB0001","YZDB1","Yazdbaf","YZDB","نبربا","یزدباف","IRO1YZDB0005","20081126","1","یزدباف","A","N4","NO","4","17","1711","300"
"41852737992150281","IRO3MSZ93031","MK451","BANK MASKAN","MSKZ","تسه9303","امتیاز تسهیلات مسکن خردادماه93","IRO3MSZ93035","20140621","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"41858326436945277","IRR1RTIR0101","RTIX1","I. T. Foundry-R","RTIR","ختراکح","ح . ریخته گری  تراکتورسازی","IRR1RTIR0101","20230918","1","ریخته گری  تراکتورسازی  ایران","A","N1","NO","3","34","3430","400"
"41867071915439180","IRO3ZF420001","ZF421","South Alum.","ZF42","آلومینیوم جنوب","مجتمع آلومینیوم جنوب","IRO3ZF420004","20180721","2","مجتمع آلومینیوم جنوب","A","Z1","NO","5","27","2720","303"
"41867092385281437","IRX6X64T0006","X64T6","Index Group 64","IDXS","64-رادیویی6","64-رادیویی","IRX6X64T0001","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"41870128250189290","IRI3I0190001","I0191","Tabarok Brand","I019","علامت تبرک","علامت تجاری تبرک","IRI3I0190004","20220316","2","علامت تجاری تبرک","A","Z1","NO","5","76","7611","903"
"41913889059005298","IRO8ATAP0001","ATAP1","Amin Tavan Inv.","ATAP","وامین","س. امین توان آفرین ساز","IRO8ATAP0001","20200726","4","س. امین توان آفرین ساز","A","1A","NO","5","56","5699","310"
"41917042813192905","IRB4SG750421","G75Q1","SOV.GMR75.SP250516","SG75","اراد75","مرابحه عام دولت75-ش.خ040226","IRB4SG750420","20230607","2","مرابحه عام دولت75-ش.خاص0402","A","17","NO","4","69","6945","706"
"41927452991671109","IRT3TVAF0001","TVAF1","Tavan ETF-LR","TVAF","توان","صندوق س. اهرمی توان مفید-س","IRT3TVAF0002","20230515","2","صندوق س. سهامی اهرمی توان مفید","A","T1","NO","4","68","6811","305"
"41934470778361119","IRX6X45T0006","X45T6","Index Group 45","IDXS","45-پیمانکاری6","45-پیمانکاری","IRX6X45T0005","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"41935584690956944","IRO1TAIR0001","TAIR1","Iran Tire","TAIR","پتایر","ایران  تایر","IRO1TAIR0008","20230917","1","ایران  تایر","A","N1","NO","3","25","2511","300"
"41974758296041288","IRO1KHOC0001","KHOC1","Khoozestan CE.","KHOC","سخوز","سیمان خوزستان","IRO1KHOC0009","20230917","1","سیمان خوزستان","A","N1","NO","3","53","5394","300"
"41997809087904044","IRB4SG7103B1","G71Q1","SOV.GMR71.SP250127","SG71","اراد71","مرابحه عام دولت71-ش.خ0311","IRB4SG7103B7","20230607","2","مرابحه عام دولت71-ش.خاص0311","A","17","NO","4","69","6945","706"
"42031056662310763","IRB3TB540081","TB541","TreasuryBill211115","TB54","اخزا723","اسنادخزانه-م23بودجه97-000824","IRB3TB540081","20200526","2","اسنادخزانه اسلامی-م23بودجه1397","A","I1","NO","4","69","6940","306"
"42049553761321495","IRO7VARP0001","VARP1","Varziran","VARP","کورز","ورزیران","IRO7VARP0009","20230917","4","ورزیران","A","P1","NO","7","54","5499","309"
"42066300469778371","IRB4O0350541","O0351","SOV.GMR133SP260701","O035","اراد133","مرابحه عام دولت133-ش.خ050410","IRB4O0350544","20230806","2","مرابحه عام دولت133-ش.خاص0504","A","17","NO","4","69","6945","706"
"42070382870377817","IRO3MSZ92051","MK351","BANK MASKAN","MSKZ","تسه9205","امتیاز تسهیلات مسکن مرداد 92","IRO3MSZ92052","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"42075223783409640","IRO1AZIN0001","AZIN1","Saipa Azin","AZIN","خاذین","سایپاآذین","IRO1AZIN0004","20230917","1","سایپاآذین","A","N2","NO","5","34","3499","300"
"42164466034864936","IRB3MD010661","MD011","Maadiran1MRB270917","MD01","لوازم مادیران061","مرابحه مادیران-کارون060626","IRB3MD010668","20230917","2","مرابحه مادیران-کارون060626","A","17","NO","4","69","6911","306"
"42171673792069321","IRO3Z0590001","Z0591","Zarand Iranian ST","Z059","زیسکو","فولاد زرند ایرانیان","IRO3Z0590001","20181222","2","فولاد زرند ایرانیان","A","Z1","NO","5","27","2710","303"
"42201186298844859","IRR1JAMD0101","JAMX1","Jaam Darou-R","JAMD","فجامح","ح . جام دارو","IRR1JAMD0102","20171213","1","جام دارو","A","N2","NO","5","28","2899","400"
"42230292145842208","IRR1GPSH0101","GPSX1","Piranshahr S.-R","GPSH","قپیراح","ح . قندپیرانشهر","IRR1GPSH0108","20230111","1","فرآورده های غدایی وقندپیرانشهر","A","N1","NO","3","38","3842","400"
"42252159652497300","IRO3ZF960001","ZF961","Niroo Consult.","ZF96","مشاور نیرو","مهندسین مشاور نیرو","IRO3ZF960009","20180721","2","مهندسین مشاور نیرو","A","Z1","NO","5","40","4010","303"
"42255763746648766","IRB4SG350131","G35Q1","SOV.GMR35.SP220524","SG35","اراد35","مرابحه عام دولت3-ش.خ 0103","IRB4SG350130","20221212","2","مرابحه عام دولت3-شرایط خاص0103","A","17","NO","4","69","6945","706"
"42256988946157416","IRO7DIBP0001","DIBP1","Damavand Inv. Bank","DIBP","تماوند","تامین سرمایه دماوند","IRO7DIBP0001","20220514","4","تامین سرمایه دماوند","A","P1","NO","7","67","6719","309"
"42280484655926863","IRB4SF710241","S71Q1","SOV.MNF71SP230702","SF71","افاد71","منفعت دولت7-ش.خاص بیمه0204","IRB4SF710243","20230607","2","منفعت دولت7-شرایط خاص بیمه","A","17","NO","4","69","6946","706"
"42287375568679949","IRO3Z0310001","Z0311","life sciencesCO","Z031","لیدکو","گسترش صنعت علوم زیستی","IRO3Z0310004","20180721","2","گسترش صنعت علوم زیستی","A","Z1","NO","5","56","5699","303"
"42354736493447489","IRO1PKOD0001","PKOD1","S*Pars Khodro","PKOD","خپارس","پارس  خودرو","IRO1PKOD0008","20221008","1","پارس  خودرو","A","N2","NO","5","34","3410","300"
"42387718866026650","IRO1SBEH0001","SBEH1","Behshahr Ind.","SBEH","غبشهر","صنعتی  بهشهر","IRO1SBEH0004","20230917","1","صنعتی  بهشهر","A","N1","NO","1","42","4214","300"
"42450147658559909","IRB3TB379861","TB371","TreasuryBill190918","TB37","اخزا707","اسنادخزانه-م7بودجه97-980627","IRB3TB379860","20181103","2","اسنادخزانه اسلامی-م7بودجه1397","A","I1","NO","4","69","6940","306"
"42461997301212637","IRO1RRSM0001","RRSM1","Semnan Rope M.","RRSM","نریسما","ریسمانریسی سمنان","IRO1RRSM0004","20081126","1","ریسمانریسی سمنان","A","N4","NO","4","17","1711","300"
"42470251469508137","IRO7RNAP0001","RNAP1","Naab Ind.","RNAP","غناب","روغن  نباتی  ناب","IRO7RNAP0009","20230917","4","روغن  نباتی  ناب","A","P1","NO","7","42","4214","309"
"42473759412340389","IRO7SHHP0001","SHHP1","Kesht Khorasan","SHHP","غشهداب","کشت و صنعت شهداب ناب خراسان","IRO7SHHP0009","20160924","2","کشت و صنعت شهداب ناب خراسان","A","C1","NO","7","42","4249","309"
"42538255636473499","IRR1EXIR0101","EXIX1","Exir Pharm.-R","EXIR","دلرح","ح . داروسازی  اکسیر","IRR1EXIR0100","20230313","1","داروسازی  اکسیر","A","N2","NO","5","43","4323","400"
"42546700252452484","IRB4SG360141","G36Q1","SOV.GMR36.SP220624","SG36","اراد36","مرابحه عام دولت3-ش.خ 0104","IRB4SG360147","20221212","2","مرابحه عام دولت3-شرایط خاص0104","A","17","NO","4","69","6945","706"
"42557549272795112","IRO6MSKZ0091","MZ361","Mortgage Right0009","MSKZ","تسه0009","امتیازتسهیلات مسکن آذر 1400","IRO6MSKZ0097","20230717","2","بانک مسکن","A","M1","NO","4","59","5910","307"
"42576718434222894","IRB3TB510031","TB511","TreasuryBill210614","TB51","اخزا720","اسنادخزانه-م20بودجه97-000324","IRB3TB510035","20190608","2","اسنادخزانه اسلامی-م20بودجه1397","A","I1","NO","4","69","6940","306"
"42586304445866872","IRR1NILO0101","NILX1","Nilou Tile-R","NILO","کنیلوح","ح . کاشی  نیلو","IRR1NILO0106","20120410","1","کاشی  نیلو","A","N2","NO","5","49","4993","400"
"42599305106713939","IRO1KOSR0001","KOSR1","Kowsar Agri. Inv.","KOSR","زکوثر","سرمایه گذاری کشاورزی کوثر","IRO1KOSR0009","20230917","1","سرمایه گذاری کشاورزی کوثر","A","N1","NO","3","01","0122","300"
"42670427020727409","IRT3KAJF0001","KAJF1","Kaj ETF","KAJF","کاج","صندوق س. نوع دوم نو ویرا -د","IRT3KAJF0007","20230702","2","ص.س.درآمد ثابت پایدار نو ویرا","A","1A","NO","4","68","6812","305"
"42690477960659940","IRO3KSGZ0001","KSGZ1","Shahrood N.E.","KSGZ","کشرق","صنعتی و معدنی شمال شرق شاهرود","IRO3KSGZ0007","20230917","2","صنعتی و معدنی شمال شرق شاهرود","A","1Z","NO","1","10","1010","303"
"42696242981550091","IRO7KSDP0001","KSDP1","Kashi Sadaf Co.","KSDP","کصدف","کاشی صدف سرام استقلال آباده","IRO7KSDP0008","20230917","4","کاشی صدف سرام استقلال آباده","A","P1","NO","7","49","4993","309"
"42705920381780437","IRT1TRMF0001","TRMF1","Terme ETF","TRMF","ترمه","صندوق سرمایه گذاری ترمه-سهام","IRT1TRMF0006","20230227","1","صندوق سرمایه گذاری ترمه-سهام","A","51","NO","4","68","6811","305"
"42728405194317370","IRB4SG340351","G34Q1","SOV.GMR34.SP240817","SG34","اراد34","مرابحه عام دولت3-ش.خ 0305","IRB4SG340354","20230607","2","مرابحه عام دولت3-شرایط خاص0305","A","17","NO","4","69","6945","706"
"42728652020661170","IRB3W0380281","W0381","PCC Taavon20231121","W038","گام020822","گواهی اعتبارمولد ت.تعاون020830","IRB3W0380280","20230808","2","گواهی اعتبارمولد ت.تعاون020830","A","17","NO","4","69","6922","306"
"42734010170219440","IRB3ESSZ9531","ESSQ1","Sepehr Saderat","ESSZ","سپهر","اجاره سپهر سه ماهه 20 درصد","IRB3ESSZ9538","20140721","2","اجاره سپهر سه ماهه 20 درصد","A","Z1","NO","4","69","6910","306"
"42787310594390551","IRB3DB020641","DB021","Debsh MRB 270703","DB02","دبش64","مرابحه ش. دبش سبز گستر14060412","IRB3DB020645","20230703","2","مرابحه ش. دبش سبز گستر14060412","A","17","NO","4","69","6911","306"
"42799209630949274","IRT1BHIN0001","BHIN1","Behin Khodro	ETF","BHIN","بهین رو","صندوق س بهین خودرو-بخشی","IRT1BHIN0004","20230909","1","صندوق س بهین خودرو-بخشی","A","51","NO","4","68","6811","305"
"42892937789646488","IRR1HTOK0101","HTOX1","Tuka Trans.-R","HTOK","حتوکاح","ح . حمل ونقل توکا","IRR1HTOK0102","20230918","1","حمل ونقل توکا","A","61","NO","3","60","6023","400"
"42911811024354777","IRB4SG610391","G61Q1","SOV.GMR61.SP241216","SG61","اراد61","مرابحه عام دولت61-ش.خ0309","IRB4SG610392","20230607","2","مرابحه عام دولت61-ش.خاص0309","A","17","NO","4","69","6945","706"
"42965645001665951","IRR1GHND0101","GHNX1","Khoy Sugar Co.-R","GHND","قشهدح","ح . شهد","IRR1GHND0107","20171213","1","شهد","A","N2","NO","5","38","3842","400"
"42970243122830892","IRR1YZDB0101","YZDX1","Yazdbaf-R","YZDB","نبرباح","ح . یزدباف","IRR1YZDB0107","20081126","1","یزدباف","A","N4","NO","4","17","1711","400"
"43002514582588115","IRO3Z0170001","Z0171","Salim Inves. Co","Z017","سلیم","سرمایه گذاری سلیم","IRO3Z0170002","20180721","2","سرمایه گذاری سلیم","A","Z1","NO","5","56","5699","303"
"43023243844297350","IRO7NEOP0001","NEOP1","Bahman Neopan","NEOP","چنوپا","نیوپان  22 بهمن","IRO7NEOP0008","20230917","4","نیوپان  22 بهمن","A","P1","NO","7","20","2021","309"
"43026118635839182","IRO7SOLP0001","SOLP1","Soliran.","SOLP","فسلیر","سولیران","IRO7SOLP0004","20230917","4","سولیران","A","L1","NO","7","28","2811","309"
"43031843174445590","IRB3TF0504A1","TF5Q1","TFardaIJRNOV260105","TF05","تابان05","اجاره تابان نوین14041015","IRB3TF0504A7","20230607","2","اجاره تابان فردا نوین041015","A","17","NO","4","69","6910","306"
"43039599691270215","IRB3HI010171","HI1Q1","HekmatLESMSH220924","HI01","حکمت01","مشارکت حکمت ایرانیان 140107","IRB3HI010173","20221212","2","واسپاری حکمت ایرانیان","A","17","NO","4","69","6923","306"
"43048496991450781","IRB4SF540181","S54Q1","SOV.MNF54SP221109","SF54","افاد54","منفعت دولت5-ش.خاص لوتوس0108","IRB4SF540186","20221212","2","منفعت دولت5-شرایط خاص لوتوس","A","17","NO","4","69","6946","706"
"43062880954780884","IRO1PIRN0001","PIRN1","Pumpiran","PIRN","تپمپی","پمپ  سازی  ایران","IRO1PIRN0007","20230917","1","پمپ  سازی  ایران","A","N1","NO","3","29","2912","300"
"43124071611770324","IRR1ASAL0101","ASAX1","Absal-R","ASAL","لابساح","ح . آبسال","IRR1ASAL0105","20171213","1","آبسال","A","N2","NO","5","29","2919","400"
"43151287918498655","IRR1SHDR0101","SHDX1","Shirin Darou-R","SHDR","دشیریح","ح . شیرین  دارو","IRR1SHDR0109","20081126","1","شیرین  دارو","A","N4","NO","4","43","4323","400"
"43218203615198604","IRR3MIHZ0101","MIHX1","Mihan Insurance-R","MIHZ","میهنح","ح . بیمه میهن","IRR3MIHZ0108","20181211","2","بیمه میهن","A","Z1","NO","3","66","6611","403"
"43256212620530446","IRO1BAFG0001","BAFG1","Bafgh Mining","BAFG","کبافق","معادن  بافق","IRO1BAFG0004","20230917","1","معادن  بافق","A","N2","NO","5","13","1320","300"
"43267179898797137","IRT3PADF0001","PADF1","Padash ETF","PADF","پاداش","صندوق س. ارزش پاداش-د","IRT3PADF0008","20230702","2","ص.س.درآمد ثابت ارزش پاداش","A","1A","NO","4","68","6812","305"
"43283802997035462","IRO3SOBZ0001","SOBZ1","Sobhan Invest.","SOBZ","وسبحان","سرمایه گذاری سبحان","IRO3SOBZ0008","20230917","2","سرمایه گذاری سبحان","A","1Z","NO","1","56","5699","303"
"43291783149314349","IRO7SRMP0001","SRMP1","Sarmad Insurance","SRMP","وسرمد","بیمه  سرمد","IRO7SRMP0000","20230917","4","بیمه سرمد","A","P1","NO","7","66","6611","309"
"43319345548600453","IRO6MELZ9821","TM161","Melli Mortgage1905","MELZ","تملی802","تسهیلات مسکن ب. ملی-اردیبهشت98","IRO6MELZ9820","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"43323490839122493","IRO1ABFR0001","ABFR1","Abfar","ABFR","آبفر","آبفر","IRO1ABFR0001","20081126","1","آبفر","A","N4","NO","4","33","3312","300"
"43341623113615869","IRR7AZRP0101","AZRX1","Azarit - R","AZRP","ساذریح","ح . آذریت","IRR7AZRP0107","20210419","4","آذریت","A","P1","NO","7","54","5495","404"
"43342306308122676","IRO1GMRO0001","GMRO1","Marvdasht Sugar","GMRO","قمرو","قند مرودشت","IRO1GMRO0001","20230917","1","قند مرودشت","A","N1","NO","3","38","3842","300"
"43356147887115191","IRO3ZF070001","ZF071","Pasargad Bank","ZF07","پاسار-پذیره","بانک پاسارگاد-پذیره نویسی","IRO3ZF070007","20180721","2","پذیره نویسی-بانک پاسارگاد","A","Z1","NO","5","65","6519","303"
"43356599956782034","IRR1CHML0101","CHMX1","Chadormalu-R","CHML","کچادح","ح . معدنی وصنعتی چادرملو","IRR1CHML0102","20230603","1","معدنی وصنعتی چادرملو","A","N1","NO","1","13","1310","400"
"43362635835198978","IRO1HWEB0001","HWEB1","S*HiWeb","HWEB","های وب","داده گسترعصرنوین-های وب","IRO1HWEB0008","20230917","1","داده گسترعصرنوین-های وب","A","N1","NO","1","73","7310","300"
"43371095177178801","IRO3ZF180001","ZF181","Sh. Beheshti","ZF18","بهشتی","شرکت کشت و صنعت شهید بهشتی","IRO3ZF180004","20180721","2","شرکت کشت و صنعت شهید بهشتی","A","Z1","NO","5","01","0140","303"
"43374709930371268","IRO7DHVP0001","DHVP1","Alhavi Co","DHVP","دحاوی","الحاوی","IRO7DHVP0008","20230917","4","الحاوی","A","P1","NO","7","43","4323","309"
"43443105991896600","IRT1ARZS0001","ARZS1","Arzesh Afrin ETF","ARZS","ارزش","صندوق س ارزش آفرین بیدار-سهام","IRT1ARZS0007","20230227","1","صندوق س ارزش آفرین بیدار-سهام","A","51","NO","4","68","6811","305"
"43455612336353491","IRR1LTOS0101","LTOX1","Lotos Investment-R","LTOS","لوتوسح","ح . تامین سرمایه لوتوس پارسیان","IRR1LTOS0108","20230514","1","تامین سرمایه لوتوس پارسیان","A","N2","NO","5","67","6719","400"
"43472427638799679","IRR1DTIP0101","DTIX1","Tamin Daroo-R","DTIP","تیپیکوح","ح . سرمایه گذاری دارویی تامین","IRR1DTIP0109","20220221","1","سرمایه گذاری دارویی تامین","A","N1","NO","3","43","4399","400"
"43492166933384891","IRR7SDRP0101","SDRX1","SADRA-R","SDRP","خصدراح","ح.صنعتی  دریایی  ایران","IRR7SDRP0103","20180721","4","صنعتی  دریایی  ایران","A","P1","NO","7","45","4520","404"
"43501047082635150","IRR1KNRZ0101","KNRX1","Saba Noor-R","KNRZ","کنورح","ح توسعه معدنی و صنعتی صبانور","IRR1KNRZ0103","20220327","1","توسعه معدنی و صنعتی صبانور","A","N2","NO","5","13","1310","400"
"43545527030854340","IRO1KVIR0001","KVIR1","Sepid Farab Kavir","KVIR","کویر","تولیدی فولاد سپید فراب کویر","IRO1KVIR0002","20230917","1","تولیدی فولاد سپید فراب کویر","A","N2","NO","5","27","2710","300"
"43552974795606067","IRO1KRSN0001","KRSN1","Khorasan Petro.","KRSN","خراسان","پتروشیمی خراسان","IRO1KRSN0000","20230917","1","پتروشیمی خراسان","A","N2","NO","5","44","4412","300"
"43562371040654662","IRB3OMSZ96C1","OMSQ1","Mashhad Municip","OMSZ","مشهد9612","مشارکت شهرداری مشهد 1392","IRB3OMSZ96C4","20170304","2","مشارکت شهرداری مشهد 1392","A","Z1","NO","4","69","6921","306"
"43588544194911344","IRR1KIMI0101","KIMX1","Chimidarou-R","KIMI","دکیمیح","ح . کیمیدارو","IRR1KIMI0106","20220627","1","کیمیدارو","A","N1","NO","3","43","4323","400"
"43622578471330344","IRO1DSOB0001","DSOB1","Sobhan Pharm.","DSOB","دسبحا","گروه دارویی سبحان","IRO1DSOB0006","20230917","1","گروه دارویی سبحان","A","N1","NO","3","43","4323","300"
"43628569923982062","IRR3KOSZ0101","KOSX1","Kowsar F.&C. -R","KOSZ","وکوثرح","ح. شرکت اعتباری کوثر مرکزی","IRR3KOSZ0109","20180721","2","شرکت اعتباری کوثر مرکزی","A","Z1","NO","3","57","5719","403"
"43631077248870478","IRB3SD020591","SD021","SabaIdea2MRB261220","SD02","صباایده02","مرابحه ایده پردازصباتمدن050929","IRB3SD020596","20230607","2","فناوران ایده پرداز صبا تمدن","A","17","NO","4","69","6911","306"
"43638198413087069","IRO3MSZ89091","MK031","Bank Maskan","MSKZ","تسه8909","امتیاز تسهیلات مسکن آذرماه89","IRO3MSZ89090","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"43667708360002073","IRR1HSHM0101","HSHX1","North Drilling-R","HSHM","حفاریح","ح . حفاری شمال","IRR1HSHM0100","20190818","1","حفاری شمال","A","N1","NO","1","11","1120","400"
"43685510232615301","IRO1LKPS0001","LKPS1","Pars Alliance","LKPS","لخانه","لوازم  خانگی  پارس","IRO1LKPS0004","20120523","1","لوازم  خانگی  پارس","A","N2","NO","5","29","2930","300"
"43685683301327984","IRXZXOCI0006","XOCI6","OTC Overall Index","IDXS","شاخص کل فرابورس6","شاخص کل فرابورس","IRXZXOCI0008","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
