"insCode","instrumentID","cValMne","lVal18","cSocCSAC","lVal18AFC","lVal30","cIsin","dEven","flow","lSoc30","CGdSVal","cgrValCot","yMarNSC","cComVal","cSecVal","cSoSecVal","yVal"
"3453027360500664","IRB3SS330051","S33Q1","SSI-IJR3-SPH210814","SS33","شستا003","اجاره تامین اجتماعی-سپهر000523","IRB3SS330055","20221212","2","اجاره شستا-بخش3-سپهر14000523","A","17","NO","4","69","6910","306"
"3454456635278563","IRXZXOCI0026","XOC26","IFB Equel Weithed","IDXS","کل هم وزن فرابورس6","شاخص کل هم وزن فرابورس","IRXZXOCI0024","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"3472444501310727","IRO1TODR0001","TODR1","Tolid Daru","TODR","دتولی","تولیدارو","IRO1TODR0007","20081126","1","تولیدارو","A","N4","NO","4","44","4424","300"
"3490763436807651","IRB1QM080001","QM8Q1","Quotes 08","QM08","مظنه8","مظنه پذیره8- اوراق منفعت دولت","IRB1QM080007","20220525","2","مظنه پذیره نویسی اوراق دولتی8","A","18","NO","4","69","6946","402"
"3492952121304423","IRO3PKDZ0001","PKDZ1","Pakdis Company","PKDZ","غدیس","پاکدیس","IRO3PKDZ0003","20230917","2","پاکدیس","A","1Z","NO","1","42","4254","303"
"3493306453706327","IRO1SHOY0001","SHOY1","Behshahr Ind.","SHOY","شوینده","مدیریت صنعت شوینده ت.ص.بهشهر","IRO1SHOY0005","20230917","1","مدیریت صنعت شوینده ت.ص.بهشهر","A","N1","NO","3","44","4424","300"
"3505675353152597","IRR1SORB0101","SORX1","N. I. L. Z.-R","SORB","فسربح","ح . ملی  سرب وروی  ایران","IRR1SORB0102","20230111","1","ملی  سرب وروی  ایران","A","N1","NO","3","27","2720","400"
"3542690854557886","IRO5KLSS0001","KLSS1","Kia Eled. Shargh","KLSS","کیا","کیا الکترود شرق","IRO5KLSS0007","20230123","2","کیا الکترود شرق","A","V1","NO","9","28","2899","313"
"3576992542663284","IRO3ZF020001","ZF021","Ijad mohit Co.","ZF02","ایجاد محیط","ایجاد محیط","IRO3ZF020002","20180721","2","ایجاد محیط","A","Z1","NO","5","70","7010","303"
"3577388800305243","IRB3TB950381","TB951","TreasuryBill241111","TB95","اخزا001","اسنادخزانه-م1بودجه00-030821","IRB3TB950389","20220906","2","اسنادخزانه اسلامی-م1بودجه1400","A","I1","NO","4","69","6940","306"
"3615666621538524","IRX6X43T0006","X43T6","Index Group 43","IDXS","43-مواد دارویی6","43-مواد دارویی","IRX6X43T0007","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"3623921205367364","IRO1DMVN0001","DMVN1","Damavand Min.","DMVN","کدما","معدنی  دماوند","IRO1DMVN0009","20230917","1","معدنی  دماوند","A","N2","NO","5","13","1320","300"
"3641651712782169","IRB3TB9002B1","TB901","TreasuryBill240207","TB90","اخزا915","اسنادخزانه-م15بودجه99-021118","IRB3TB9002B0","20220906","2","اسنادخزانه اسلامی-م15بودجه1399","A","I1","NO","4","69","6940","306"
"3654864906585643","IRO1TKNO0001","TKNO1","Technotar","TKNO","تکنو","تکنوتار","IRO1TKNO0002","20230917","1","تکنوتار","A","N2","NO","5","29","2912","300"
"3679885359158219","IRR1SAKH0101","SAKX1","Iran Const. Inv-R","SAKH","وساختح","ح . سرمایه  گذاری  ساختمان","IRR1SAKH0109","20171213","1","سرمایه گذاری ساختمان ایران","A","N1","NO","1","70","7099","400"
"3681415009616010","IRO1LYZD0001","LYZD1","Yazd Tire","LYZD","پیزد","مجتمع صنایع لاستیک یزد","IRO1LYZD0003","20091103","1","مجتمع صنایع لاستیک یزد","A","N2","NO","5","29","2915","300"
"3692443157966617","IROCTB110041","0T041","TB11-933566C170621","TB11","اخزا11خ4","اختیارخ اخزا11-933566-960331","IROCTB110040","20170419","2","اسناد خزانه اسلامی960724","A","41","NO","8","69","6940","322"
"3715246194918044","IRB3KORZ9821","KORQ1","Siman Kord. 22%","KORZ","سکرد98","مشارکت سیمان کردستان980219","IRB3KORZ9824","20221212","2","مشارکت سیمان کردستان980219","A","17","NO","4","69","6923","306"
"3722699128879020","IRO1TAYD0001","TAYD1","Tidewater","TAYD","حتاید","تایدواترخاورمیانه","IRO1TAYD0004","20230917","1","تایدواترخاورمیانه","A","N1","NO","1","60","6003","300"
"3724461228711185","IRO1GENR0001","GENR1","General","GENR","لجرال","جنرال","IRO1GENR0002","20081126","1","جنرال","A","N4","NO","4","29","2930","300"
"3727693296236633","IRR1SAMA0101","SAMX1","Ama-R","SAMA","فاماح","ح . صنعتی  آما","IRR1SAMA0104","20171213","1","صنعتی  آما","A","N1","NO","3","28","2899","400"
"3823146019192598","IRR3SHHZ0101","SHHX1","Shahdab Khorasan-R","SHHZ","غشهدابح","ح. کشت و صنعت شهداب ناب خراسان","IRR3SHHZ0103","20220418","2","کشت و صنعت شهداب ناب خراسان","A","1Z","NO","1","42","4249","403"
"3823243780502959","IRO1TKIN0001","TKIN1","Techinco","TKIN","رتکو","کنترل خوردگی تکین کو","IRO1TKIN0000","20220702","1","کنترل خوردگی تکین کو","A","N2","NO","5","74","7422","300"
"3826561665587230","IRO6MELZ9761","TM081","Melli Mortgage1809","MELZ","تملی706","تسهیلات مسکن ب. ملی-شهریور97","IRO6MELZ9762","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"3833483672193514","IRO7SMGP0001","SMGP1","Simorgh Co.","SMGP","سیمرغ","سیمرغ","IRO7SMGP0003","20180721","2","سیمرغ","A","P1","NO","7","01","0141","309"
"3839324986781871","IRO3TASZ0001","TASZ1","Tapsi","TASZ","تپسی","پیشگامان فن آوری و دانش آرامیس","IRO3TASZ0004","20230917","2","پیشگامان فن آوری و دانش آرامیس","A","Z1","NO","3","72","7220","303"
"3846143218462419","IRT1AFRN0001","AFRN1","Afra Namad ETF","AFRN","افران","صندوق س افرا نماد پایدار-ثابت","IRT1AFRN0006","20230703","1","صندوق س افرا نماد پایدار-ثابت","A","H1","NO","4","68","6812","305"
"3852548583453231","IRR1GMEL0101","GMEX1","Melli Ind. Grp.-R","GMEL","وملیح","ح . گروه  صنعتی  ملی  (هلدینگ","IRR1GMEL0101","20171213","1","گروه  صنعتی  ملی  (هلدینگ","A","N2","NO","5","19","1999","400"
"3863538898378476","IRO1MSKN0001","MSKN1","Housing Inv.","MSKN","ثمسکن","سرمایه گذاری  مسکن","IRO1MSKN0005","20230917","1","سرمایه گذاری  مسکن","A","N1","NO","1","70","7021","300"
"3893110467363738","IRR1NAFT0101","NAFX1","Oil Ind. Inv.-R","NAFT","ونفتح","ح . سرمایه گذاری  صنعت  نفت","IRR1NAFT0107","20200823","1","سرمایه گذاری صنعت نفت","A","N1","NO","1","23","2399","400"
"3894699865003304","IRB3TF080581","TF8Q1","TFardaIJRSEP261025","TF08","تابان08","اجاره تابان فردا سپهر14050803","IRB3TF080589","20230607","2","اجاره تابان فردا سپهر14050803","A","17","NO","4","69","6910","306"
"3917385912636499","IRXZXFIN0006","XFIN6","IFB Financial Indx","IDXS","مالی فرابورس6","شاخص مالی فرابورس","IRXZXFIN0006","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"3955137492069792","IRB3AT0106C1","AT011","Atieh St MRB280225","AT01","آتیه06","مرابحه فولاد آتیه 14061206","IRB3AT0106C8","20230607","2","مرابحه فولاد آتیه خاورمیانه","A","17","NO","4","69","6911","306"
"3955332316338258","IRO3TOIZ0001","TOIZ1","Toba Inv.","TOIZ","وطوبی","سرمایه گذاری اقتصاد شهر طوبی","IRO3TOIZ0000","20230917","2","سرمایه گذاری اقتصاد شهر طوبی","A","1Z","NO","1","56","5699","303"
"3994823794687025","IRR7SHLP0101","SHLX1","Lordegan Petr-R","SHLP","شلردح","ح.کود شیمیایی اوره لردگان","IRR7SHLP0105","20181216","4","کود شیمیایی اوره لردگان","A","P1","NO","7","44","4412","404"
"3997755616402545","IRB4SF730241","S73Q1","SOV.MNF73SP230702","SF73","افاد73","منفعت دولت7-ش.خاص نوین0204","IRB4SF730241","20230607","2","منفعت دولت7-شرایط خاص نوین","A","17","NO","4","69","6946","706"
"4034432815122384","IROCTB110021","0T021","TB11-930781C170621","TB11","اخزا11خ2","اختیارخ اخزا11-930781-960331","IROCTB110024","20170419","2","اسناد خزانه اسلامی960724","A","41","NO","8","69","6940","322"
"4039883656662701","IRR1VLMT0101","VLMX1","Mellat Leasing-R","VLMT","ولملتح","ح . واسپاری ملت","IRR1VLMT0105","20230709","1","واسپاری ملت","A","N1","NO","3","58","5891","400"
"4144074544456596","IRB3TF0202C1","TF2Q1","TFardaIJRLOT240225","TF02","تابان02","اجاره تابان لوتوس14021206","IRB3TF0202C4","20230607","2","اجاره تابان فردا لوتوس 021206","A","17","NO","4","69","6910","306"
"4151098369137517","IRB3AN0106C1","AN011","ArianS MRB280317","AN01","آرین سلامت06","مرابحه آرین سلامت سینا061227","IRB3AN0106C1","20230607","2","آرین سلامت سینا0612","A","17","NO","4","69","6911","306"
"4159532151694984","IRO7FBSP0001","FBSP1","Mashad Packing","FBSP","فبستم","صنایع  بسته بندی  مشهد","IRO7FBSP0007","20230917","4","صنایع  بسته بندی  مشهد","A","P1","NO","7","28","2899","309"
"4168935911775744","IRB3SV030581","SV031","SabaTmIJRAMN261031","SV03","صبا52","اجاره صبا تامین امین14050809","IRB3SV030585","20230607","2","اجاره صبا تامین امین14050809","A","17","NO","4","69","6910","306"
"4202223580392187","IRR3CGRZ0101","CGRX1","Shomal Gharb Co-R","CGRZ","ثغربح","ح.شرکت سرمایه گذاری مسکن شمالغ","IRR3CGRZ0100","20220418","2","شرکت سرمایه گذاری مسکن شمالغرب","A","1Z","NO","1","70","7010","403"
"4208841225215712","IRR1PASH0101","PAHX1","Paksho-R","PASH","پاکشوح","ح . گروه صنعتی پاکشو","IRR1PASH0104","20201202","1","گروه صنعتی پاکشو","A","N2","NO","5","44","4424","400"
"4216536645718658","IRT1BERL0001","BERL1","Berelian ETF","BERL","برلیان","صندوق سرمایه گذاری برلیان-سهام","IRT1BERL0008","20230227","1","صندوق سرمایه گذاری برلیان-سهام","A","51","NO","4","68","6811","305"
"4247709727327181","IRO3KARZ0001","KARZ1","Kharazmi Info.","KARZ","مفاخر","توسعه فناوری اطلاعات خوارزمی","IRO3KARZ0004","20230917","2","توسعه فناوری اطلاعات خوارزمی","A","1Z","NO","1","72","7200","303"
"4267564158935326","IRO7BSOP0001","BSOP1","Ghand Bisotoon","BSOP","قیستو","شرکت قند بیستون","IRO7BSOP0006","20230917","4","شرکت قند بیستون","A","P1","NO","7","38","3842","309"
"4287217773498527","IRO3ZF600001","ZF601","Tolid Daroo","ZF60","تولیددارو","تولیددارو","IRO3ZF600001","20180721","2","تولیددارو","A","J1","NO","5","44","4424","303"
"4312836939310355","IRO6MELZ9891","TM231","Melli Mortgage1912","MELZ","تملی809","تسهیلات مسکن ب. ملی-آذر98","IRO6MELZ9895","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"4316439542005697","IRO3MSKZ9591","MK751","Mortgage Right9509","MSKZ","تسه9509","امتیاز تسهیلات مسکن آذرماه 95","IRO3MSKZ9596","20161214","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"4325911723150569","IRR1NSTH0101","NSTX1","Tehran Const.-R","NSTH","ثنوساح","ح . نوسازی وساختمان تهران","IRR1NSTH0105","20190220","1","نوسازی وساختمان تهران","A","N2","NO","5","70","7010","400"
"4329936651096718","IRO3ZF900001","ZF901","Noor Institute","ZF90","ونور","موسسه اعتباری نور","IRO3ZF900005","20140309","2","موسسه اعتباری نور","A","Z1","NO","5","57","5719","303"
"4338173689017034","IRB3GH019971","GH1Q1","Pa.Gharn MRB200922","GH01","قرن99","مرابحه پدیده شیمی قرن990701","IRB3GH019978","20221212","2","اوراق مرابحه پدیده شیمی قرن","A","17","NO","4","69","6911","306"
"4339000305241208","IRB4SG930181","G93Q1","SOV.GMR93.SP221031","SG93","اراد93","مرابحه عام دولت93-ش.خ010809","IRB4SG930188","20221212","2","مرابحه عام دولت93-ش.خاص0108","A","17","NO","4","69","6945","706"
"4351174618872221","IRR1SSHR0101","SSHX1","Shargh Cement-R","SSHR","سشرقح","ح . سیمان  شرق","IRR1SSHR0102","20171213","1","سیمان  شرق","A","N1","NO","1","53","5394","400"
"4369934250728330","IRO1ZARM0001","ZARM1","Zar Makaron","ZARM","غزر","صنعتی زر ماکارون","IRO1ZARM0004","20230918","1","صنعتی زر ماکارون","A","N1","NO","3","42","4249","300"
"4384288570322406","IRO1EXIR0001","EXIR1","Exir Pharm.","EXIR","دلر","داروسازی  اکسیر","IRO1EXIR0008","20230917","1","داروسازی  اکسیر","A","N2","NO","5","43","4323","300"
"4394160744086761","IRO3Z0050001","Z0051","Iran Alominay","Z005","آلومینا","آلومینای ایران","IRO3Z0050006","20180721","2","آلومینای ایران","A","Z1","NO","5","13","1320","303"
"4395741730355818","IRT3VC090001","VC091","Setare Bart VCF-VR","VC09","استارز","ص.ج.ستاره برتر20%تادیه","IRT3VC090001","20230515","2","ص.س.جسورانه ستاره برتر","A","T1","NO","4","68","6815","305"
"4444560651904989","IRB3PA010371","PA011","PersiaKh DPB241010","PA01","پرشیا03","خرید دین پرشیا خودرو 14030719","IRB3PA010379","20230607","2","پرشیا خودرو","A","17","NO","4","69","6949","306"
"4470657233334072","IRO1SKHS0001","SKHS1","Khash Cement","SKHS","سخاش","سیمان خاش","IRO1SKHS0007","20230918","1","سیمان خاش","A","N1","NO","3","53","5394","300"
"4487526310579037","IRR3IBKZ0101","IBKX1","Investment Bank-R","IBKZ","سمایهح","ح.بانک سرمایه","IRR3IBKZ0106","20180721","2","بانک سرمایه","A","Z1","NO","1","57","5719","403"
"4507558419857064","IRO3MACZ0001","MACZ1","Mahan Chicken","MACZ","زماهان","مجتمع تولید گوشت مرغ ماهان","IRO3MACZ0009","20230917","2","مجتمع تولید گوشت مرغ ماهان","A","1Z","NO","1","01","0141","303"
"4523009251964699","IRT3ZMRF0001","ZMRF1","Zomorod ETF","ZMRF","خورشید","صندوق س. طلوع تدبیر پایا-د","IRT3ZMRF0006","20230813","2","ص.س.درآمدثابت طلوع تدبیر پایا","A","1A","NO","4","68","6812","305"
"4528607775462304","IRO1SFNO0001","SFNO1","Siman Fars Noe","SFNO","سفانو","سیمان فارس نو","IRO1SFNO0000","20230917","1","سیمان فارس نو","A","N1","NO","3","53","5394","300"
"4548649177325855","IRR7SSUP0101","SSUX1","Shirin Sugar-R","SSUP","قشرینح","ح . قند شیرین خراسان","IRR7SSUP0101","20230325","4","صنعتی و کشاورزی شیرین خراسان","A","P1","NO","7","38","3842","404"
"4563413583000719","IRO1SDAB0001","SDAB1","Darab Cement","SDAB","ساراب","سیمان  داراب","IRO1SDAB0002","20230917","1","سیمان  داراب","A","N1","NO","3","53","5394","300"
"4614779520007780","IRO1ARDK0001","ARDK1","Ardekan Ceramic","ARDK","کسرا","سرامیک های صنعتی اردکان","IRO1ARDK0002","20230917","1","سرامیک های صنعتی اردکان","A","N1","NO","1","54","5491","300"
"4626686276232042","IRTKNAFS0001","NAFS1","Saba Gold ETF","NAFS","نفیس","صندوق س.پشتوانه طلای صبا","IRTKNAFS0004","20230724","7","صندوق س.پشتوانه طلای صبا","A","QS","NO","4","68","6811","380"
"4654922806626448","IRX6X70T0006","X70T6","Index Group 70","IDXS","70-انبوه سازی6","70-انبوه سازی","IRX6X70T0003","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"4659957480182399","IRB3SI2199B1","I21Q1","SOV.IJR2-TAM210206","SI21","اجاد21","اجاره دولتی آپرورش-تمدن991118","IRB3SI2199B8","20221212","2","اجاره دولتی آپرورش-تمدن991118","A","17","NO","4","69","6942","306"
"4675702494292805","IRB3EMAZ9461","EMAQ1","Mahan2 Company","EMAZ","ماهان2","اجاره ماهان2 سه ماهه 20 درصد","IRB3EMAZ9468","20140721","2","اجاره ماهان2 سه ماهه 20 درصد","A","Z1","NO","4","69","6910","306"
"4686607974846832","IRO7SFAP0001","SFAP1","Farsit Drood","SFAP","سفارود","کارخانه فارسیت درود","IRO7SFAP0008","20230917","4","کارخانه فارسیت درود","A","P1","NO","7","54","5495","309"
"4687803927401790","IRO7NLTP0001","NLTP1","Nilou Tile","NLTP","کنیلو","کاشی نیلو","IRO7NLTP0004","20230917","4","کاشی نیلو","A","L1","NO","7","49","4993","309"
"4696778151668001","IRB3MA0203B1","MA2Q1","Mehr OMD.IJR250130","MA02","مهان02","اجاره مهرآیندگان امید0311","IRB3MA0203B0","20230607","2","اجاره توسعه مالی آیندگان امید","A","17","NO","4","69","6910","306"
"4733285133017464","IRO1FKAS0001","FKAS1","Khorasan Steel Co.","FKAS","فخاس","فولاد خراسان","IRO1FKAS0009","20230917","1","فولاد خراسان","A","N2","NO","5","27","2710","300"
"4758266259250794","IRO1SZPO0001","SZPO1","Sazeh Pouyesh","SZPO","خپویش","سازه  پویش","IRO1SZPO0004","20230918","1","سازه  پویش","A","N1","NO","3","34","3430","300"
