"insCode","cSecVal","lSecVal","cSoSecVal","lSoSecVal","cValMne","lVal18","cSocCSAC","lSoc30","yMarNSC","yVal","lVal30","lVal18AFC","cIsin","zTitad","baseVol","instrumentID","cgrValCot","cComVal","lastDate","sourceID","flowTitle","cgrValCotTitle"
"9446254658865991","44","محصولات شيميايي","4411","توليد مواد شيميايي پايه به جز كود","PMMX1","Mamasani Petro.-R","PMMP","پتروشيمي ممسني","NO","404","ح.پتروشيمي ممسني","ممسنيح","IRR7PMMP0100","0.0","0","IRR7PMMP0101","P1","7","0","0","","بازار پایه زرد فرابورس"
"9457195379270268","28","ساخت محصولات فلزي","2811","توليد محصولات فلزي ساختماني","ZF151","Pars Machine Mfg","ZF15","ماشين سازي پارس","NO","303","ماشين سازي پارس","ماشين پارس","IRO3ZF150007","0.0","0","IRO3ZF150001","Z1","5","0","0","","بازار سوم فرابورس"
"9481703061634967","66","بيمه وصندوق بازنشستگي به جزتامين اجتماعي","6603","بيمه غيرزندگي","IPAR1","Parsian","IPAR","بيمه پارسيان","NO","300","بيمه پارسيان","پارسيان","IRO1IPAR0002","0.0","0","IRO1IPAR0001","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"9536587154100457","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","BPAS1","S*Pasargad Bank","BPAS","بانك پاسارگاد","NO","300","بانك  پاسارگاد","وپاسار","IRO1BPAS0008","0.0","0","IRO1BPAS0001","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"9546211590069761","67","فعاليتهاي كمكي به نهادهاي مالي واسط","6719","بجز تامين وجوه بيمه و بازنشستگي","DIBX1","Damavand InvBank-R","DIBZ","تامين سرمايه دماوند","NO","403","ح. تامين سرمايه دماوند","تماوندح","IRR3DIBZ0105","0.0","0","IRR3DIBZ0101","Z1","3","0","0","","بازار دوم فرابورس"
"9586715245691917","69","اوراق تامين مالي","6940","اسناد خزانه اسلامي","TB461","TreasuryBill200513","TB46","اسنادخزانه اسلامي-م15بودجه1397","NO","306","اسنادخزانه-م15بودجه97-990224","اخزا715","IRB3TB469927","0.0","0","IRB3TB469921","I1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9609565131304189","65","واسطه‌گري‌هاي مالي و پولي","6519","ساير واسطه هاي پولي","ZF301","Iran Zamin","ZF30","بانك ايران زمين","NO","303","پذيره بانك ايران زمين","ايران زمين","IRO3ZF300008","0.0","0","IRO3ZF300001","Z1","5","0","0","","بازار سوم فرابورس"
"9615049964433782","69","اوراق تامين مالي","6911","صكوك مرابحه","ZD011","ZagrosD MRB 270821","ZD01","دارو ونهاده زاگرس داروپارسيان","NO","306","مرابحه زاگرس داروپارسيان060530","زاگرس دارو06","IRB3ZD010655","0.0","0","IRB3ZD010651","17","4","0","0","","-'"
"9620810728784120","69","اوراق تامين مالي","6930","گواهي سپرده عام","CD6Q1","Tourism 201703","CD06","گواهي سپرده عام گردشگري951215","NO","306","گواهي سپرده عام گردشگري951215","گردش952","IRB3CD0695C0","0.0","0","IRB3CD0695C1","Z1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9668593549286900","69","اوراق تامين مالي","6910","صكوك اجاره","TF3Q1","TFardaIJRSEP240225","TF03","اجاره تابان فردا سپهر 021206","NO","306","اجاره تابان سپهر14021206","تابان03","IRB3TF0302C2","0.0","0","IRB3TF0302C1","17","4","0","0","","-'"
"9698674686691945","49","كاشي و سراميك","4993","توليد گل و سراميك ساختماني","KPRS1","Pars Tile","KPRS","كاشي‌ پارس‌","NO","300","كاشي‌ پارس‌","كپارس","IRO1KPRS0008","0.0","0","IRO1KPRS0001","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"9708343766978217","69","اوراق تامين مالي","6946","اوراق منفعت دولتي با ضمانت دولت","QMAQ1","Quotes 10","QM10","مظنه پذيره نويسي اوراق دولتي10","NO","402","مظنه پذيره10- اوراق منفعت دولت","مظنه10","IRB1QM100003","0.0","0","IRB1QM100001","18","4","0","0","","-'"
"9719467534379530","54","ساير محصولات كاني غيرفلزي","5495","توليد محصولات بتني، سيماني و گچ","TBTZ1","Toka boton Co.","TBTZ","توكا بتن","NO","303","توكا بتن","توكا بتن","IRO3TBTZ0002","0.0","0","IRO3TBTZ0001","Z1","5","0","0","","بازار سوم فرابورس"
"9761381741308262","56","سرمايه گذاريها","5699","ساير واسطه هاي  مالي","SHOP1","Shomal Invest.","SHOP","س. چشم انداز توسعه شمال","NO","309","س. چشم انداز توسعه شمال","وشمال","IRO7SHOP0000","0.0","0","IRO7SHOP0001","P1","7","0","0","","بازار پایه زرد فرابورس"
"9807139177747641","20","محصولات چوبي","2021","توليد تخته چند لا و ساير تخته ها","NEOX1","Bahman Neopan-R","NEOP","نيوپان‌ 22 بهمن‌","NO","400","ح . نيوپان‌ 22 بهمن‌","چنوپاح","IRR1NEOP0106","0.0","0","IRR1NEOP0101","N2","5","0","0","","بازار دوم بورس"
"9866485009925582","54","ساير محصولات كاني غيرفلزي","5491","توليد سراميك غيرساختماني","PSEX1","Pars Ceram-R","PSER","پارس‌ سرام‌","NO","400","ح . پارس‌ سرام‌","كسرامح","IRR1PSER0108","0.0","0","IRR1PSER0101","N2","5","0","0","","بازار دوم بورس"
"9873430050367304","68","صندوق سرمايه گذاري قابل معامله","6815","صندوق سرمايه گذاري جسورانه","VC151","Data VCF-VR","VC15","ص.س.جسورانه فناوري هاي تكاملي","NO","305","ص.ج.فناوري هاي تكاملي20% تاديه","ديتا","IRT3VC150003","0.0","0","IRT3VC150001","T1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9882348775152461","69","اوراق تامين مالي","6940","اسناد خزانه اسلامي","TB941","TreasuryBill240812","TB94","اسنادخزانه اسلامي-م4بودجه1400","NO","306","اسنادخزانه-م4بودجه00-030522","اخزا004","IRB3TB940356","0.0","0","IRB3TB940351","I1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9890812071233870","69","اوراق تامين مالي","6921","اوراق مشاركت شهرداري ها","MERQ1","Meraz company","MERZ","مشاركت شيراز سه ماهه 20 درصد","NO","306","مشاركت شيراز سه ماهه 20 درصد","مراز1","IRB3MERZ95C9","0.0","0","IRB3MERZ95C1","Z1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9896581065558383","59","اوراق حق تقدم استفاده از تسهيلات مسكن","5910","اوراق حق تقدم استفاده از تسهيلات مسكن","MK481","BANK MASKAN","MSKZ","بانك مسكن","NO","303","امتيازتسهيلات مسكن شهريورماه93","تسه9306","IRO3MSZ93068","0.0","0","IRO3MSZ93061","Z1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9925324137489171","43","مواد و محصولات دارويي","4323","توليد داروهاي شيميايي و گياهي","DTDX1","Tolid Daroo-R","DTDZ","داروسازي توليد دارو","NO","403","ح. داروسازي توليد دارو","دتوليدح","IRR3DTDZ0100","0.0","0","IRR3DTDZ0101","1Z","1","0","0","","بازار اول فرابورس"
"9925667573671884","69","اوراق تامين مالي","6940","اسناد خزانه اسلامي","TB291","TreasuryBill190814","TB29","اسنادخزانه اسلامي-م22بودجه1396","NO","306","اسنادخزانه-م22بودجه96-980523","اخزا622","IRB3TB299852","0.0","0","IRB3TB299851","I1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"9956888831468521","42","محصولات غذايي و آشاميدني به جز قند و شكر","4232","توليد نشاسته و محصولات وابسته","ARDZ1","Ardineh StarchGlu","ARDZ","نشاسته و گلوكز آردينه","NO","303","نشاسته و گلوكز آردينه","آردينه","IRO3ARDZ0003","0.0","0","IRO3ARDZ0001","Z1","3","0","0","","بازار دوم فرابورس"
"9987529074833218","01","زراعت و خدمات وابسته","111","پرورش محصولات و باغباني","ABYP1","Abshirin Agro","ABYP","كشت و صنعت آبشيرين","NO","309","كشت و صنعت آبشيرين","آبين","IRO7ABYP0004","0.0","0","IRO7ABYP0001","P1","7","0","0","","بازار پایه زرد فرابورس"
"10018675423568797","42","محصولات غذايي و آشاميدني به جز قند و شكر","4241","توليد نان و محصولات وابسته","KIVX1","Keivan-R","KIVP","كيوان","NO","404","ح.كيوان","غيوانح","IRR7KIVP0100","0.0","0","IRR7KIVP0101","L1","7","0","0","","بازار پایه قرمز فرابورس"
"10024128313803797","01","زراعت و خدمات وابسته","121","كشاورزي، دامپروري و خدمات وابسته","GDSZ1","Golgasht Nemouneh","GDSZ","كشت و دام گلدشت نمونه اصفهان","NO","303","كشت و دام گلدشت نمونه اصفهان","زگلدشت","IRO3GDSZ0006","0.0","0","IRO3GDSZ0001","1Z","1","0","0","","بازار اول فرابورس"
"10051281467803178","69","اوراق تامين مالي","6940","اسناد خزانه اسلامي","TB421","TreasuryBill190721","TB42","اسنادخزانه اسلامي-م11بودجه1397","NO","306","اسنادخزانه-م11بودجه97-980430","اخزا711","IRB3TB429848","0.0","0","IRB3TB429841","I1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"10055255678920880","56","سرمايه گذاريها","5699","ساير واسطه هاي  مالي","MIVP1","Melat Investment","MIVP","سرمايه گذاري ملت","NO","309","سرمايه گذاري ملت","وملت","IRO7MIVP0006","0.0","0","IRO7MIVP0001","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"10079795343879888","27","فلزات اساسي","2710","توليد آهن و فولاد پايه","FRIX1","Iran Ferr.-R","FRIS","فروسيليس‌ ايران‌","NO","400","ح . فروسيليس‌ ايران‌","فروسح","IRR1FRIS0106","0.0","0","IRR1FRIS0101","N1","1","0","0","","بازار اول (تابلوی اصلی) بورس"
"10103996608068340","28","ساخت محصولات فلزي","2812","توليد مخزن و محفظه فلزات","PYSX1","Paysaz-R","PYSZ","پايساز","NO","400","ح . پايساز","فپايح","IRR1PYSZ0104","0.0","0","IRR1PYSZ0101","N4","4","0","0","","بازار چهارم بورس"
"10114441830266109","55","هتل و رستوران","5520","فعاليت خدماتي مربوط به غذا و آشاميدني ها","DCAZ1","Dona Catering","DCAZ","تهيه توزيع غذاي دنا آفرين فدك","NO","303","تهيه توزيع غذاي دنا آفرين فدك","گدنا","IRO3DCAZ0000","0.0","0","IRO3DCAZ0001","1Z","1","0","0","","بازار اول فرابورس"
"10120557300120078","25","لاستيك و پلاستيك","2519","توليد ساير محصولات لاستيكي","SHND1","Sahand Rubber","SHND","صنايع‌ لاستيكي‌  سهند","NO","300","صنايع‌ لاستيكي‌  سهند","پسهند","IRO1SHND0001","0.0","0","IRO1SHND0001","N2","5","0","0","","بازار دوم بورس"
"10122902397292564","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","KOSX1","Kowsar F.&C.-R","KOSP","مالي و اعتباري كوثر مركزي","NO","404","ح. مالي و اعتباري كوثر مركزي","وكوثرح","IRR7KOSP0107","0.0","0","IRR7KOSP0101","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"10125150304958552","42","محصولات غذايي و آشاميدني به جز قند و شكر","4214","توليد روغن هاي حيواني و نباتي","BEPX1","Behpaak-R","BEPP","بهپاك‌","NO","400","ح . بهپاك‌","غبهپاكح","IRR1BEPP0109","0.0","0","IRR1BEPP0101","N2","5","0","0","","بازار دوم بورس"
"10125793769957607","23","فراورده هاي نفتي، كك و سوخت هسته اي","2320","توليد محصولات پالايش شده پتروشيمي","PNTZ1","Panaft","PNTZ","مشاركت نفت فصلي 17درصد","NO","306","مشاركت نفت فصلي 17درصد","پانفت","IRB3PNTZ93C4","0.0","0","IRB3PNTZ93C1","Z1","5","0","0","","بازار سوم فرابورس"
"10134751929001651","42","محصولات غذايي و آشاميدني به جز قند و شكر","4213","پرورش و نگهداري ميوه جات و سبزيجات","NOSX1","Noush Maz.-R","NOSH","نوش‌مازندران‌","NO","400","ح . نوش‌مازندران‌","غنوشح","IRR1NOSH0100","0.0","0","IRR1NOSH0101","N2","5","0","0","","بازار دوم بورس"
"10145129193828624","68","صندوق سرمايه گذاري قابل معامله","6813","صندوق هاي زمين و ساختمان","CNGF1","Negin ETF","CNGF","ص.س. زمين و ساختمان نگين شهرري","NO","305","ص.س. زمين و ساختمان نگين شهرري","نگين","IRT1CNGF0007","0.0","0","IRT1CNGF0001","H1","4","0","0","","-'"
"10157407031358922","44","محصولات شيميايي","4429","توليد ساير محصولات شيميايي","CRBX1","Iran Carbon-R","CRBN","كربن‌ ايران‌","NO","400","ح . كربن‌ ايران‌","شكربنح","IRR1CRBN0101","0.0","0","IRR1CRBN0101","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"10168197471714005","10","استخراج زغال سنگ","1010","استخراج و انبار زغال سنگ سخت","TBAX1","Negin Tabas L.-R","TBAS","ذغال‌سنگ‌ نگين‌ ط‌بس‌","NO","400","ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌","كطبسح","IRR1TBAS0106","0.0","0","IRR1TBAS0101","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"10171945867136336","53","سيمان، آهك و گچ","5394","توليد سيمان، آهك و گچ","SITA1","Tamin Cement","SITA","سرمايه گذاري سيمان تامين","NO","300","سرمايه گذاري سيمان تامين","سيتا","IRO1SITA0007","0.0","0","IRO1SITA0001","N2","5","0","0","","بازار دوم بورس"
"10191122735393627","56","سرمايه گذاريها","5699","ساير واسطه هاي  مالي","OS091","KhorasanJonobi Inv","OS09","شركت س استان خراسان جنوبي","NO","300","شركت س استان خراسان جنوبي","وسخراج","IRO1OS090005","0.0","0","IRO1OS090001","N2","5","0","0","","بازار دوم بورس"
"10231600590694992","69","اوراق تامين مالي","6946","اوراق منفعت دولتي با ضمانت دولت","S72Q1","SOV.MNF72SP230702","SF72","منفعت دولت7-شرايط خاص سپهر","NO","706","منفعت دولت7-ش.خاص سپهر0204","افاد72","IRB4SF720242","0.0","0","IRB4SF720241","17","4","0","0","","-'"
"10236455588057352","29","ماشين آلات و تجهيزات","2930","توليد وسايل خانگي","EELZ1","Entekhab Elect.","EELZ","صنعتي انتخاب الكترونيك آرمان","NO","303","گروه انتخاب الكترونيك آرمان","انتخاب","IRO3EELZ0004","0.0","0","IRO3EELZ0001","1Z","1","0","0","","بازار اول فرابورس"
"10315206019246415","17","منسوجات","1722","توليد و فروش فرش و قالي","ZF701","Iran Carpet","ZF70","سهامي فرش ايران","NO","303","سهامي فرش ايران","فرش ايران","IRO3ZF700009","0.0","0","IRO3ZF700001","Z1","5","0","0","","بازار سوم فرابورس"
"10339760823334065","69","اوراق تامين مالي","6910","صكوك اجاره","PLIQ1","ParsianLotus Ijara","PLIZ","اجاره لوتوس پارسيان990717","NO","306","اجاره لوتوس پارسيان990717","لوتوس99","IRB3PLIZ9971","0.0","0","IRB3PLIZ9971","17","4","0","0","","-'"
"10373878913940603","31","ماشين آلات و دستگاه‌هاي برقي","3140","توليد انباره، پيل و باتري ساده","GHOP1","Ghoveh Pars","GHOP","قوه‌ پارس‌","NO","300","قوه‌ پارس‌","بقوه","IRO1GHOP0000","0.0","0","IRO1GHOP0001","N4","4","0","0","","بازار چهارم بورس"
"10411249540376641","34","خودرو و ساخت قطعات","3430","قطعات يدكي و جانبي وسايل نقليه موتوري","NAMZ1","Asianama N.G.T","NAMZ","توليدي مخازن گاز آسياناما","NO","303","توليدي مخازن گازطبيعي آسياناما","ناما","IRO3NAMZ0006","0.0","0","IRO3NAMZ0001","Z1","3","0","0","","بازار دوم فرابورس"
"10411612959317157","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","IBKZ1","Investment Bank","IBKZ","بانك سرمايه","NO","303","بانك سرمايه","سمايه","IRO3IBKZ0004","0.0","0","IRO3IBKZ0001","Z1","1","0","0","","بازار اول فرابورس"
"10455424349923115","69","اوراق تامين مالي","6945","اوراق مرابحه دولتي با ضمانت دولت","G32Q1","SOV.GMR32.SP240202","SG32","مرابحه عام دولت3-شرايط خاص0211","NO","706","مرابحه عام دولت3-ش.خ0211","اراد32","IRB4SG3202B1","0.0","0","IRB4SG3202B1","17","4","0","0","","-'"
"10465655034123314","67","فعاليتهاي كمكي به نهادهاي مالي واسط","6719","بجز تامين وجوه بيمه و بازنشستگي","PGOX1","Persian Golf Inv-R","PGOP","تامين سرمايه خليج فارس","NO","404","ح . تامين سرمايه خليج فارس","تفارسح","IRR7PGOP0106","0.0","0","IRR7PGOP0101","16","7","0","0","","-'"
"10473034674181024","22","انتشار، چاپ و تکثير","2221","چاپ","IFRX1","Iran Form-R","IFRM","ايران فرم","NO","400","ح . ايران فرم","چفرمح","IRR1IFRM0102","0.0","0","IRR1IFRM0101","N4","4","0","0","","بازار چهارم بورس"
"10497143354080476","11","استخراج نفت گاز و خدمات جنبي جز اکتشاف","1110","استخراج نفت خام وگاز طبيعي","PERS1","Oil&Gas Persia","PERS","توسعه صنعت نفت و گاز پرشيا","NO","300","توسعه صنعت نفت و گاز پرشيا","پرشيا","IRO1PERS0006","0.0","0","IRO1PERS0001","N2","5","0","0","","بازار دوم بورس"
"10549251453298737","44","محصولات شيميايي","4430","توليد نخ هاي مصنوعي","PLAX1","Iran Polyacryl-R","PLAK","پلي‌اكريل‌","NO","400","ح . پلي‌اكريل‌","شپليح","IRR1PLAK0106","0.0","0","IRR1PLAK0101","N2","5","0","0","","بازار دوم بورس"
"10568944722570445","53","سيمان، آهك و گچ","5394","توليد سيمان، آهك و گچ","SEFH1","Isfahan Cement","SEFH","سيمان‌اصفهان‌","NO","300","سيمان‌اصفهان‌","سصفها","IRO1SEFH0000","0.0","0","IRO1SEFH0001","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"10573071518775932","69","اوراق تامين مالي","6913","اوراق رهني","MB2Q1","Maskan MBS 220714","MBS2","اوراق رهني بانك مسكن14010423","NO","306","اوراق رهني بانك مسكن14010423","رهن0104","IRB3MBS20141","0.0","0","IRB3MBS20141","17","4","0","0","","-'"
"10574526790623372","59","اوراق حق تقدم استفاده از تسهيلات مسكن","5910","اوراق حق تقدم استفاده از تسهيلات مسكن","MZ011","Mortgage Right9710","MSKZ","بانك مسكن","NO","307","امتياز تسهيلات مسكن دي 97","تسه9710","IRO6MSKZ97A2","0.0","0","IRO6MSKZ97A1","17","4","0","0","","-'"
"10587006028472176","29","ماشين آلات و تجهيزات","2912","توليد پمپ، كمپرسور، مته و دريچه","OTCZ1","OilTurboCompressor","OTCZ","توربو كمپرسور نفت","NO","303","توربو كمپرسور نفت","توربو","IRO3OTCZ0006","0.0","0","IRO3OTCZ0001","Z1","3","0","0","","بازار دوم فرابورس"
"10623013976366443","69","اوراق تامين مالي","6911","صكوك مرابحه","PR011","PetroPak MRB261226","PR01","مرابحه پترو پاك مشرق زمين","NO","306","مرابحه پتروپاك مشرق14051005","پتروپاك05","IRB3PR0105A6","0.0","0","IRB3PR0105A1","17","4","0","0","","-'"
"10625146599769364","32","ساخت دستگاه‌ها و وسايل ارتباطي","3230","گيرنده راديو، تلويزيون و تجهيزات وابسته","PYAX1","Payam Ind.-R","PYAM","كارخانجات‌ صنعتي‌ پيام‌","NO","400","ح . كارخانجات‌ صنعتي‌ پيام‌","لپيامح","IRR1PYAM0109","0.0","0","IRR1PYAM0101","N2","5","0","0","","بازار دوم بورس"
"10654052153538617","54","ساير محصولات كاني غيرفلزي","5410","توليد شيشه","ABGP1","Abgineh","ABGP","توليدي و صنعتي آبگينه‌","NO","309","توليدي و صنعتي آبگينه‌","كابگن","IRO7ABGP0006","0.0","0","IRO7ABGP0001","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"10677799813511467","42","محصولات غذايي و آشاميدني به جز قند و شكر","4243","توليد كاكائو، شكلات و شيريني جات","VITX1","Vitana-R","VITZ","ويتانا","NO","403","ح . ويتانا","غويتاح","IRR3VITZ0103","0.0","0","IRR3VITZ0101","1Z","1","0","0","","بازار اول فرابورس"
"10681482576452029","56","سرمايه گذاريها","5699","ساير واسطه هاي  مالي","VOSX1","Vosoogh Invest.-R","VOSP","سرمايه گذاري وثوق امين","NO","404","ح . سرمايه گذاري وثوق امين","وثوقح","IRR7VOSP0104","0.0","0","IRR7VOSP0101","P1","7","0","0","","بازار پایه زرد فرابورس"
"10716103455591194","54","ساير محصولات كاني غيرفلزي","5495","توليد محصولات بتني، سيماني و گچ","SFAX1","Ahwaz Farsit-R","SFAS","فارسيت‌ اهواز","NO","400","ح . فارسيت‌ اهواز","سفاسيتح","IRR1SFAS0103","0.0","0","IRR1SFAS0101","N2","5","0","0","","بازار دوم بورس"
"10741091548027385","40","عرضه برق، گاز، بخاروآب گرم","4011","توليد،لنتقال و توزيع برق،گاز،بخاروآب گرم","BFJX1","Fajr EPersiaGulf-R","BFJR","فجر انرژي خليج فارس","NO","400","ح . فجر انرژي خليج فارس","بفجرح","IRR1BFJR0104","0.0","0","IRR1BFJR0101","N2","5","0","0","","بازار دوم بورس"
"10795723506538053","68","صندوق سرمايه گذاري قابل معامله","6812","صندوق سرمايه گذاري در اوراق با درآمدثابت","FIRO1","Firouzeh Asia ETF","FIRO","صندوق ارمغان فيروزه آسيا-ثابت","NO","305","صندوق ارمغان فيروزه آسيا-ثابت","فيروزا","IRT1FIRO0007","0.0","0","IRT1FIRO0001","H1","4","0","0","","-'"
"10798437072200045","33","ابزارپزشکي، اپتيکي و اندازه‌گيري","3312","وسايل اندازه گيري غير از كنترل صنعتي","ABFX1","Abfar -R","ABFR","آبفر","NO","400","ح . آبفر","آبفرح","IRR1ABFR0103","0.0","0","IRR1ABFR0101","N4","4","0","0","","بازار چهارم بورس"
"10809498866396719","28","ساخت محصولات فلزي","2899","توليد ساير محصولات فلزي ساخته شده","MALX1","Malayer Ind.-R","MALI","صنعتي‌ ملاير","NO","400","ح . صنعتي‌ ملاير","فملارح","IRR1MALI0103","0.0","0","IRR1MALI0101","N4","4","0","0","","بازار چهارم بورس"
"10814280156273322","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","VSIX1","Sina Fin. Ins.-R","VSIN","بانك سينا","NO","400","ح . بانك سينا","وسيناح","IRR1VSIN0100","0.0","0","IRR1VSIN0101","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"10831074117626896","38","قند و شكر","3842","توليد شكر","GHUP1","Uroomie Sugar","GHUP","قند اروميه","NO","309","قند اروميه","قاروم","IRO7GHUP0006","0.0","0","IRO7GHUP0001","P1","7","0","0","","بازار پایه زرد فرابورس"
"10831551130410639","59","اوراق حق تقدم استفاده از تسهيلات مسكن","5910","اوراق حق تقدم استفاده از تسهيلات مسكن","MK861","Mortgage Right9608","MSKZ","بانك مسكن","NO","303","امتياز تسهيلات مسكن آبان96","تسه9608","IRO3MSZ96087","0.0","0","IRO3MSZ96081","Z1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"10836368596667625","68","صندوق سرمايه گذاري قابل معامله","6813","صندوق هاي زمين و ساختمان","NGAF1","MaskanSh.GharbETCF","NGAF","صندوق س.مسكن شمال غرب-ز","NO","305","صندوق س.مسکن شمال غرب-ز","صغرب","IRT3NGAF0007","0.0","0","IRT3NGAF0001","T1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
"10843114830116591","17","منسوجات","1711","آماده سازي و ريسندگي نخ، پارچه بافي","BRTP1","Borujerd Textile","BRTP","نساجي بروجرد","NO","309","نساجي بروجرد","نبروج","IRO7BRTP0002","0.0","0","IRO7BRTP0001","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"10919655792568926","67","فعاليتهاي كمكي به نهادهاي مالي واسط","6711","اداره ي بازارهاي مالي","NKLA1","Good Exch.Ins.","NKLA","نهادهاي مالي بورس كالاي ايران","NO","300","نهادهاي مالي بورس كالاي ايران","نكالا","IRO1NKLA0006","0.0","0","IRO1NKLA0001","N1","1","0","0","","بازار اول (تابلوی اصلی) بورس"
"10927368312505584","66","بيمه وصندوق بازنشستگي به جزتامين اجتماعي","6611","فعاليتهاي مالي و اجرائي","BKSX1","Kosar Ins. R","BKSP","بيمه كوثر","NO","404","ح. بيمه كوثر","كوثرح","IRR7BKSP0102","0.0","0","IRR7BKSP0101","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"11006334882585136","40","عرضه برق، گاز، بخاروآب گرم","4010","توليد انتقال و توزيع نيروي برق","ZF751","Abbaspoor Power","ZF75","بهره برداري نيروگاه عباسپور","NO","303","بهره برداري نيروگاه عباسپور","نيروگاه عباسپور","IRO3ZF750004","0.0","0","IRO3ZF750001","Z1","5","0","0","","بازار سوم فرابورس"
"11010540557851339","42","محصولات غذايي و آشاميدني به جز قند و شكر","4231","توليد حبوبات","ATEX1","Tejarat Flour-R","ATEJ","آردتجارت‌","NO","400","ح . آردتجارت‌","غاردح","IRR1ATEJ0104","0.0","0","IRR1ATEJ0101","N4","4","0","0","","بازار چهارم بورس"
"11019264549255051","69","اوراق تامين مالي","6920","اوارق مشاركت دولتي","SM7Q1","SOV.Mush7SPL200317","SM07","مشاركت دولتي7-مسكن-بودجه1394","NO","706","مشاركت دولتي7-شرايط خاص981227","اشاد7","IRB4SM0798C7","0.0","0","IRB4SM0798C1","17","4","0","0","","-'"
"11048663299859339","53","سيمان، آهك و گچ","5394","توليد سيمان، آهك و گچ","SEKX1","Majd Khaf-R","SEKP","سيمان مجد خواف","NO","404","ح. سيمان مجد خواف","سخوافح","IRR7SEKP0109","0.0","0","IRR7SEKP0101","P1","7","0","0","","بازار پایه زرد فرابورس"
"11069747713632889","69","اوراق تامين مالي","6911","صكوك مرابحه","FI011","SaafFilm1MRB270205","FI01","صاف فيلم نوين آذربايجان كاردان","NO","306","مرابحه صاف فيلم كاردان051116","صاف فيلم51","IRB3FI0105B4","0.0","0","IRB3FI0105B1","17","4","0","0","","-'"
"11091856606007867","43","مواد و محصولات دارويي","4323","توليد داروهاي شيميايي و گياهي","DSOZ1","Sobhan Pharm","DSOZ","سبحان دارو","NO","303","سبحان دارو","سبحان","IRO3DSOZ0006","0.0","0","IRO3DSOZ0001","Z1","1","0","0","","بازار اول فرابورس"
"11094450445938216","69","اوراق تامين مالي","6940","اسناد خزانه اسلامي","1T011","TB11-929394C170621","TB11","اسناد خزانه اسلامي960724","NO","323","اختيار ف اخزا11-929394-960331","اخزا11ف1","IRODTB110015","0.0","0","IRODTB110011","41","8","0","0","","بازار ابزارهای مشتقه فرابورس"
"11129387075131725","67","فعاليتهاي كمكي به نهادهاي مالي واسط","6719","بجز تامين وجوه بيمه و بازنشستگي","TMLT1","Mellat Inv. Bank","TMLT","تامين سرمايه بانك ملت","NO","300","تامين سرمايه بانك ملت","تملت","IRO1TMLT0007","0.0","0","IRO1TMLT0001","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"11183410572675415","53","سيمان، آهك و گچ","5394","توليد سيمان، آهك و گچ","SROX1","Shahroud Cement-R","SROD","سيمان‌شاهرود","NO","400","ح . سيمان‌شاهرود","سرودح","IRR1SROD0100","0.0","0","IRR1SROD0101","N1","1","0","0","","بازار اول (تابلوی اصلی) بورس"
"11188958204590313","28","ساخت محصولات فلزي","2818","ساخت ابزارهاي دستي پرقدرت","ZF131","Tabriz","ZF13","ماشين سازي تبريز","NO","303","ماشين سازي تبريز","تبريز","IRO3ZF130009","0.0","0","IRO3ZF130001","Z1","5","0","0","","بازار سوم فرابورس"
"11214189898887899","59","اوراق حق تقدم استفاده از تسهيلات مسكن","5910","اوراق حق تقدم استفاده از تسهيلات مسكن","MK301","Bank Maskan","MSKZ","بانك مسكن","NO","303","امتيازتسهيلات مسكن اسفندماه91","تسه9112","IRO3MSZ91120","0.0","0","IRO3MSZ91121","Z1","4","0","0","","بازار ابزارهاي نوين مالي فرابورس"
